Field_Name,Time_Stamp,CO2_ppm,Nitrate_ppm,pH,Temp_C,Moisture_pct,Microbial_Health_Score
Field-I,2025-12-01 18:07,949,12.6,7.0,27.1,31.6,7.7 (Good)
Field-C,2025-11-29 21:39,916,5.4,5.9,20.5,41.4,4.9 (Fair)
Field-B,2025-11-29 01:40,1006,23.5,7.2,24.0,49.0,9.9 (Excellent)
Field-F,2025-11-27 10:29,733,13.6,7.4,22.4,40.0,5.6 (Fair)
Field-A,2025-11-30 14:35,425,8.8,6.3,22.4,31.5,4.0 (Poor)
Field-J,2025-12-10 09:43,773,20.0,5.5,19.3,47.1,7.3 (Good)
Field-B,2025-12-16 03:34,472,27.1,6.0,24.1,29.3,7.8 (Good)
Field-J,2025-12-03 16:19,702,11.1,5.4,23.2,31.0,4.9 (Fair)
Field-E,2025-11-30 16:59,833,20.5,6.8,26.9,29.3,8.6 (Excellent)
Field-G,2025-11-29 16:46,1069,6.7,7.3,18.3,43.8,5.9 (Fair)
Field-H,2025-12-06 00:24,887,11.0,4.8,20.7,25.7,5.3 (Fair)
Field-E,2025-12-01 06:19,419,23.7,7.1,19.0,45.3,7.5 (Good)
Field-D,2025-12-02 06:50,852,23.4,5.0,22.0,28.5,8.0 (Good)
Field-D,2025-11-25 15:56,929,8.8,6.2,26.9,37.7,7.0 (Good)
Field-G,2025-12-15 17:58,918,11.5,6.9,25.4,27.1,7.3 (Good)
Field-G,2025-12-07 21:53,1002,26.1,7.8,21.5,42.2,8.9 (Excellent)
Field-D,2025-12-12 15:06,1094,10.1,7.7,19.7,25.9,6.5 (Fair)
Field-G,2025-12-12 01:37,822,21.7,5.2,26.9,26.1,7.5 (Good)
Field-I,2025-11-22 01:26,363,18.1,5.6,24.1,38.7,4.2 (Poor)
Field-G,2025-12-12 03:12,747,27.5,5.8,25.2,44.0,8.3 (Good)
Field-E,2025-12-15 12:31,638,6.7,5.8,22.5,34.4,4.0 (Poor)
Field-H,2025-11-25 20:59,925,13.3,5.3,24.2,39.4,6.1 (Fair)
Field-C,2025-12-20 06:16,1015,8.4,7.6,25.3,25.8,6.2 (Fair)
Field-E,2025-12-02 04:41,924,27.3,5.8,23.5,26.2,9.6 (Excellent)
Field-H,2025-11-23 09:23,804,13.5,4.9,27.9,39.2,5.9 (Fair)
Field-E,2025-12-15 10:52,1125,21.6,5.1,22.8,46.5,9.6 (Excellent)
Field-G,2025-12-02 15:48,439,4.5,5.9,27.1,37.7,1.9 (Very Poor)
Field-B,2025-11-22 11:12,980,20.5,6.0,22.1,28.4,9.7 (Excellent)
Field-F,2025-11-27 16:58,921,19.1,6.6,26.2,31.0,8.7 (Excellent)
Field-E,2025-12-10 09:10,1065,15.7,7.0,21.9,25.1,9.1 (Excellent)
Field-J,2025-11-26 02:34,890,25.1,7.8,23.8,49.4,8.1 (Good)
Field-E,2025-11-30 00:01,815,16.1,5.9,19.5,30.5,6.6 (Good)
Field-J,2025-12-13 00:33,780,28.0,6.6,21.6,31.1,9.9 (Excellent)
Field-A,2025-12-01 06:09,679,2.1,7.3,21.6,31.0,2.4 (Very Poor)
Field-A,2025-12-09 18:04,997,25.3,7.7,26.4,50.8,9.6 (Excellent)
Field-G,2025-12-16 00:04,569,27.2,4.8,21.9,42.4,7.4 (Good)
Field-B,2025-11-26 03:17,805,25.5,5.8,26.5,43.8,8.4 (Good)
Field-I,2025-12-13 05:51,1147,3.9,5.3,23.8,35.2,5.3 (Fair)
Field-A,2025-11-29 05:48,615,23.4,5.8,20.8,33.4,7.0 (Good)
Field-J,2025-12-19 00:02,506,12.0,7.3,18.9,25.5,4.0 (Poor)
Field-D,2025-12-07 16:29,489,26.9,5.7,19.0,38.4,6.4 (Fair)
Field-A,2025-12-05 09:41,843,25.0,6.5,21.0,47.4,9.2 (Excellent)
Field-J,2025-11-22 12:02,1025,16.2,6.9,21.0,38.6,8.6 (Excellent)
Field-G,2025-12-02 06:32,1102,20.1,5.1,25.5,25.4,8.2 (Good)
Field-E,2025-12-09 01:16,429,13.5,6.4,21.2,30.9,5.2 (Fair)
Field-A,2025-12-19 18:03,1124,26.5,6.1,24.6,45.7,9.9 (Excellent)
Field-A,2025-12-15 20:54,459,14.9,5.8,18.6,45.4,4.7 (Fair)
Field-J,2025-12-13 21:35,772,4.4,6.9,19.2,32.3,4.7 (Fair)
Field-J,2025-11-22 11:03,1134,19.9,7.3,23.8,36.0,8.5 (Good)
Field-C,2025-12-07 15:25,379,27.9,7.7,28.0,35.2,6.5 (Fair)
Field-H,2025-12-08 12:53,601,11.4,5.9,26.8,49.8,4.3 (Poor)
Field-H,2025-12-10 18:59,515,11.6,6.1,25.7,50.0,5.1 (Fair)
Field-J,2025-12-04 13:47,935,9.7,5.9,22.7,25.5,5.7 (Fair)
Field-A,2025-11-30 22:19,1100,4.4,6.7,27.5,42.6,6.9 (Good)
Field-E,2025-12-14 16:00,508,17.2,5.2,26.1,26.2,4.5 (Poor)
Field-H,2025-12-11 20:58,842,14.8,6.2,21.0,36.7,7.7 (Good)
Field-E,2025-12-02 02:52,893,15.5,6.9,25.1,38.6,8.3 (Good)
Field-B,2025-12-01 15:58,963,5.0,7.1,20.6,31.4,5.8 (Fair)
Field-A,2025-12-10 07:47,1087,4.4,7.4,24.4,46.4,5.5 (Fair)
Field-J,2025-12-01 16:00,499,19.0,6.8,28.0,31.5,6.1 (Fair)
Field-H,2025-11-28 20:00,1148,7.8,5.3,25.6,31.2,6.3 (Fair)
Field-I,2025-11-23 21:01,634,14.0,6.1,22.6,41.5,6.7 (Good)
Field-H,2025-12-12 19:00,499,25.1,6.8,25.2,32.5,8.0 (Good)
Field-G,2025-11-30 17:21,361,18.0,7.5,23.1,38.7,4.5 (Poor)
Field-D,2025-11-29 13:16,582,8.4,5.6,23.5,31.2,3.6 (Poor)
Field-F,2025-11-23 04:41,366,15.1,4.9,18.0,46.9,4.0 (Poor)
Field-G,2025-12-16 23:20,789,3.9,7.6,19.3,34.1,4.2 (Poor)
Field-H,2025-12-03 21:50,767,12.3,7.1,26.2,46.0,6.8 (Good)
Field-F,2025-12-19 02:08,893,22.1,7.7,20.2,34.5,8.0 (Good)
Field-C,2025-11-30 12:57,617,16.4,5.7,20.9,45.9,5.0 (Fair)
Field-F,2025-11-27 13:08,1136,19.8,7.2,27.4,45.0,9.6 (Excellent)
Field-F,2025-12-05 17:17,810,4.2,7.0,20.7,49.8,5.0 (Fair)
Field-E,2025-12-15 02:03,367,2.7,7.3,18.4,36.3,1.5 (Very Poor)
Field-A,2025-12-06 04:43,425,22.9,7.3,27.7,48.2,5.9 (Fair)
Field-I,2025-12-03 07:33,426,14.0,6.2,27.8,43.4,5.4 (Fair)
Field-G,2025-12-15 03:39,862,5.1,6.4,19.7,35.9,5.7 (Fair)
Field-C,2025-11-27 01:11,484,13.3,5.3,26.6,39.5,3.6 (Poor)
Field-H,2025-12-07 02:49,1064,3.3,6.3,27.5,50.4,6.0 (Fair)
Field-E,2025-12-13 20:42,1136,24.6,5.2,24.2,40.2,9.9 (Excellent)
Field-G,2025-12-08 19:38,895,7.3,6.5,23.2,33.9,5.9 (Fair)
Field-D,2025-11-21 05:47,727,15.4,5.3,19.7,40.2,5.7 (Fair)
Field-B,2025-12-08 21:50,492,8.4,5.3,22.9,35.6,2.7 (Very Poor)
Field-C,2025-11-21 02:10,896,15.2,6.0,18.5,31.4,8.0 (Good)
Field-I,2025-12-06 16:43,671,2.2,6.2,24.2,30.4,3.9 (Poor)
Field-C,2025-12-04 16:10,445,8.0,7.2,22.5,39.5,4.4 (Poor)
Field-H,2025-11-30 22:11,798,9.7,5.4,19.3,33.2,4.7 (Fair)
Field-C,2025-12-11 03:47,589,23.2,5.2,26.4,41.0,6.7 (Good)
Field-H,2025-11-29 19:01,791,12.6,5.8,24.0,42.3,5.1 (Fair)
Field-F,2025-11-21 23:18,607,22.8,7.6,23.8,48.8,6.7 (Good)
Field-D,2025-12-20 04:35,748,11.0,5.1,23.6,37.5,5.3 (Fair)
Field-A,2025-11-27 16:31,690,4.7,5.3,18.0,41.8,3.4 (Poor)
Field-F,2025-11-25 11:38,682,25.1,6.8,23.7,35.2,8.3 (Good)
Field-C,2025-12-05 13:13,1112,7.8,4.8,22.7,38.5,6.6 (Good)
Field-I,2025-12-16 12:13,462,23.8,6.7,24.8,25.8,7.0 (Good)
Field-H,2025-12-18 06:36,415,3.5,5.3,20.7,34.1,2.0 (Very Poor)
Field-D,2025-12-02 22:09,1032,2.9,5.2,26.0,30.9,4.8 (Fair)
Field-H,2025-11-25 06:11,432,7.8,7.0,27.6,32.8,3.9 (Poor)
Field-E,2025-11-27 01:36,926,21.6,7.6,20.6,36.3,7.6 (Good)
Field-B,2025-12-14 06:16,401,2.1,5.3,23.1,34.0,1.6 (Very Poor)
Field-C,2025-11-22 03:14,930,24.1,7.7,21.8,34.9,8.1 (Good)
Field-H,2025-11-26 12:36,887,23.4,5.6,24.8,49.7,7.8 (Good)
Field-I,2025-12-17 16:18,846,8.9,5.6,22.5,28.3,5.0 (Fair)
Field-D,2025-12-08 17:55,894,15.1,5.8,27.3,40.8,6.6 (Good)
Field-J,2025-11-29 04:21,787,2.5,5.0,23.2,41.1,3.0 (Very Poor)
Field-C,2025-12-07 11:39,766,12.8,6.4,20.9,41.1,7.0 (Good)
Field-E,2025-11-26 21:00,466,25.5,5.4,25.2,45.3,6.4 (Fair)
Field-I,2025-12-12 04:22,1150,15.3,6.9,26.2,48.4,9.3 (Excellent)
Field-G,2025-12-19 19:23,469,19.8,5.1,19.2,38.4,5.2 (Fair)
Field-H,2025-11-25 16:07,924,6.5,6.9,25.5,36.0,6.6 (Good)
Field-F,2025-12-18 00:24,1118,10.6,6.9,25.9,41.3,8.5 (Good)
Field-B,2025-11-21 23:54,656,15.3,4.9,27.9,49.2,5.8 (Fair)
Field-E,2025-11-21 01:34,654,5.2,5.8,18.9,28.7,3.7 (Poor)
Field-J,2025-12-04 15:37,1137,4.4,7.8,25.4,50.0,5.3 (Fair)
Field-J,2025-12-13 00:48,806,23.0,6.3,27.8,50.3,9.0 (Excellent)
Field-D,2025-11-21 09:00,1124,10.0,5.7,19.9,38.9,6.8 (Good)
Field-C,2025-12-01 20:11,726,18.8,5.5,27.8,28.6,5.9 (Fair)
Field-D,2025-11-25 16:53,900,3.4,5.4,20.5,31.5,4.5 (Poor)
Field-G,2025-11-26 20:49,1014,9.9,5.5,22.5,33.7,5.9 (Fair)
Field-C,2025-12-19 11:01,983,21.6,6.3,23.0,42.9,9.3 (Excellent)
Field-J,2025-12-13 14:32,1049,17.0,6.6,22.0,31.2,8.6 (Excellent)
Field-I,2025-12-16 05:19,397,26.5,6.1,25.6,25.7,7.2 (Good)
Field-H,2025-11-27 05:35,606,19.1,5.4,25.2,45.5,6.2 (Fair)
Field-J,2025-12-10 16:12,671,25.6,7.5,21.3,27.5,7.1 (Good)
Field-G,2025-12-18 05:34,940,20.6,6.1,19.8,28.9,9.2 (Excellent)
Field-C,2025-11-22 02:26,773,25.1,4.8,28.0,41.4,7.5 (Good)
Field-F,2025-11-27 23:39,757,9.2,6.3,24.5,41.1,5.6 (Fair)
Field-J,2025-12-15 08:28,731,21.4,7.1,27.3,50.7,7.7 (Good)
Field-I,2025-12-16 02:23,509,24.6,5.8,24.6,27.8,6.6 (Good)
Field-D,2025-11-22 21:38,531,25.5,5.1,27.7,31.4,6.7 (Good)
Field-D,2025-11-23 06:39,914,27.3,7.4,27.3,47.3,8.9 (Excellent)
Field-B,2025-12-12 14:44,596,19.5,6.3,26.7,27.1,6.9 (Good)
Field-I,2025-11-30 13:46,1117,23.4,6.7,21.1,35.7,9.9 (Excellent)
Field-H,2025-11-22 07:23,744,20.3,7.2,25.4,41.4,7.6 (Good)
Field-A,2025-11-22 14:57,1065,27.3,5.0,24.2,30.5,9.9 (Excellent)
Field-C,2025-12-07 21:43,1069,18.9,7.0,25.2,30.1,9.5 (Excellent)
Field-B,2025-12-19 22:55,635,11.2,7.0,19.6,35.0,5.5 (Fair)
Field-A,2025-11-25 01:26,1056,5.9,7.0,26.0,28.2,6.4 (Fair)
Field-D,2025-12-04 10:33,944,25.9,5.6,23.9,26.7,9.4 (Excellent)
Field-B,2025-11-28 01:11,649,9.8,6.0,27.2,40.0,5.2 (Fair)
Field-I,2025-11-25 08:57,841,24.4,5.4,25.0,39.2,8.1 (Good)
Field-I,2025-12-04 11:27,619,18.1,6.6,20.1,28.8,6.8 (Good)
Field-G,2025-12-17 20:08,654,9.1,6.2,20.3,47.6,5.5 (Fair)
Field-H,2025-12-19 09:32,608,15.3,7.7,25.4,31.7,4.7 (Fair)
Field-I,2025-11-28 00:36,924,16.9,7.6,22.4,35.5,6.6 (Good)
Field-E,2025-12-14 05:20,957,24.9,5.4,26.7,26.7,9.0 (Excellent)
Field-A,2025-11-24 14:56,782,7.2,7.2,19.0,25.6,5.8 (Fair)
Field-A,2025-12-08 15:06,829,12.5,5.0,23.8,28.0,5.4 (Fair)
Field-I,2025-11-29 04:49,767,5.4,5.5,26.7,40.0,4.1 (Poor)
Field-E,2025-11-22 03:54,947,5.7,6.9,22.0,29.9,6.6 (Good)
Field-B,2025-11-25 14:38,598,20.0,6.6,21.0,40.6,7.5 (Good)
Field-E,2025-12-12 14:42,862,15.8,6.1,23.6,50.1,7.8 (Good)
Field-J,2025-12-06 14:46,567,20.9,5.9,18.7,48.3,6.4 (Fair)
Field-A,2025-12-10 10:41,861,22.6,6.1,19.9,41.4,9.3 (Excellent)
Field-D,2025-11-25 00:57,960,11.0,7.2,19.0,50.8,7.8 (Good)
Field-B,2025-12-05 18:13,699,16.8,7.7,24.5,43.2,6.1 (Fair)
Field-H,2025-12-17 21:42,724,21.8,6.2,22.2,43.6,8.1 (Good)
Field-H,2025-12-09 14:45,1112,27.7,6.2,26.9,45.2,9.9 (Excellent)
Field-I,2025-12-03 04:20,988,5.1,6.9,21.7,48.8,6.2 (Fair)
Field-H,2025-12-03 04:49,662,10.6,7.1,19.3,39.9,5.3 (Fair)
Field-I,2025-12-04 04:36,727,12.3,6.1,26.9,46.8,6.3 (Fair)
Field-E,2025-12-10 15:47,636,23.1,5.8,21.3,41.8,7.3 (Good)
Field-G,2025-11-25 15:45,707,2.8,6.1,22.9,35.2,4.4 (Poor)
Field-G,2025-12-19 20:18,932,10.4,6.1,18.1,30.3,7.0 (Good)
Field-C,2025-11-21 08:08,1081,20.5,7.6,21.2,49.2,8.9 (Excellent)
Field-H,2025-11-21 15:57,987,14.5,7.6,19.3,25.2,7.3 (Good)
Field-E,2025-12-04 22:43,376,2.6,4.9,27.7,40.6,1.2 (Very Poor)
Field-D,2025-12-05 00:23,844,5.0,7.6,20.6,37.1,4.6 (Fair)
Field-C,2025-12-08 10:22,1097,16.6,5.1,18.1,46.7,8.0 (Good)
Field-E,2025-12-05 11:49,410,7.3,6.9,20.2,34.0,3.2 (Poor)
Field-I,2025-12-19 20:30,670,20.5,5.5,24.3,37.6,6.9 (Good)
Field-D,2025-12-11 02:51,782,26.0,6.4,25.4,39.8,9.0 (Excellent)
Field-H,2025-11-20 09:06,498,24.6,6.8,27.3,33.6,7.7 (Good)
Field-H,2025-11-25 04:37,766,9.1,6.4,20.1,28.4,5.9 (Fair)
Field-H,2025-11-28 06:04,585,3.4,6.5,23.3,39.6,3.7 (Poor)
Field-C,2025-11-28 09:51,822,26.5,6.5,21.5,39.4,9.9 (Excellent)
Field-B,2025-12-13 18:19,627,9.7,6.9,25.6,29.5,4.9 (Fair)
Field-E,2025-11-23 00:46,479,5.7,7.1,27.3,34.3,4.1 (Poor)
Field-B,2025-11-25 14:12,544,22.3,5.9,22.6,43.5,5.7 (Fair)
Field-A,2025-12-05 15:52,777,7.2,7.6,27.2,50.4,4.0 (Poor)
Field-H,2025-11-22 15:23,912,22.6,6.5,25.4,29.7,9.3 (Excellent)
Field-D,2025-12-19 18:12,644,26.3,5.8,22.9,27.5,7.1 (Good)
Field-J,2025-12-17 12:41,715,21.3,7.7,22.6,45.1,7.1 (Good)
Field-F,2025-11-25 23:03,687,16.5,5.9,22.2,33.8,5.4 (Fair)
Field-B,2025-11-27 00:22,1086,9.6,5.0,22.3,42.2,6.6 (Good)
Field-F,2025-12-12 23:20,647,25.2,5.1,19.8,41.7,7.0 (Good)
Field-E,2025-12-03 01:28,1049,23.3,5.4,27.8,44.9,8.8 (Excellent)
Field-I,2025-11-24 12:20,718,14.9,7.3,24.1,30.5,5.2 (Fair)
Field-H,2025-12-06 21:54,920,5.8,6.1,23.7,33.4,5.6 (Fair)
Field-E,2025-12-05 00:48,1091,20.4,5.4,26.1,34.5,8.4 (Good)
Field-C,2025-12-09 09:59,1148,6.5,5.1,20.5,49.0,6.2 (Fair)
Field-F,2025-12-06 01:26,1116,20.0,5.4,27.7,42.0,8.4 (Good)
Field-H,2025-12-12 20:24,1074,23.7,7.3,23.8,35.6,9.3 (Excellent)
Field-A,2025-12-15 12:50,876,10.5,4.8,27.4,38.9,5.5 (Fair)
Field-C,2025-11-20 22:39,714,10.6,6.1,23.7,48.4,5.5 (Fair)
Field-I,2025-11-27 06:28,387,18.5,7.5,18.4,34.6,4.6 (Fair)
Field-J,2025-12-09 17:09,579,8.8,6.8,25.1,37.3,4.4 (Poor)
Field-C,2025-11-28 10:39,860,11.5,6.9,23.6,41.6,7.2 (Good)
Field-F,2025-11-22 23:12,949,16.1,5.0,24.1,45.2,7.3 (Good)
Field-C,2025-12-06 04:01,568,23.5,6.9,22.4,37.3,7.4 (Good)
Field-B,2025-12-09 04:56,815,23.3,6.9,22.5,36.4,8.6 (Excellent)
Field-A,2025-12-06 00:38,981,13.6,7.8,27.0,45.1,6.4 (Fair)
Field-F,2025-12-13 17:24,875,26.4,6.2,26.0,45.5,9.8 (Excellent)
Field-J,2025-11-24 19:15,800,9.0,7.6,20.9,34.6,4.8 (Fair)
Field-B,2025-11-25 20:31,538,7.0,4.8,19.8,51.0,3.3 (Poor)
Field-G,2025-12-04 16:07,523,24.7,4.8,22.0,50.8,6.8 (Good)
Field-E,2025-12-01 05:02,405,2.2,6.8,22.8,33.4,2.4 (Very Poor)
Field-J,2025-11-23 01:21,1050,13.8,7.2,25.1,42.0,7.9 (Good)
Field-H,2025-11-25 10:24,1142,11.1,6.8,18.6,32.1,8.2 (Good)
Field-I,2025-11-28 16:46,858,21.3,7.7,23.3,37.4,7.5 (Good)
Field-F,2025-12-08 18:19,721,18.1,6.8,23.5,45.5,7.3 (Good)
Field-F,2025-12-01 18:49,455,15.1,5.7,18.6,44.0,4.7 (Fair)
Field-F,2025-12-11 10:21,1089,18.3,7.3,18.8,30.1,8.2 (Good)
Field-I,2025-11-20 22:46,836,24.0,6.4,19.9,51.0,9.5 (Excellent)
Field-D,2025-11-24 16:10,1000,4.5,7.3,20.1,40.4,4.8 (Fair)
Field-H,2025-11-23 07:43,973,11.3,5.2,20.0,32.4,5.8 (Fair)
Field-I,2025-12-13 00:38,1027,7.5,6.8,27.5,45.4,7.0 (Good)
Field-J,2025-11-29 01:39,903,19.4,5.3,22.4,32.4,7.7 (Good)
Field-J,2025-11-24 16:11,1112,25.2,7.1,21.4,42.3,9.9 (Excellent)
Field-E,2025-12-18 08:38,849,11.8,5.7,24.6,28.1,5.4 (Fair)
Field-D,2025-11-24 20:01,669,12.1,7.6,21.5,30.6,5.2 (Fair)
Field-E,2025-11-27 00:54,802,18.4,5.5,24.8,33.3,6.8 (Good)
Field-J,2025-11-28 01:22,351,17.1,5.4,22.2,44.8,4.6 (Fair)
Field-G,2025-12-03 23:21,539,13.1,4.8,24.0,49.2,4.0 (Poor)
Field-I,2025-12-10 00:51,1052,15.3,5.7,19.4,50.7,7.5 (Good)
Field-H,2025-11-28 12:23,606,12.0,7.8,20.0,45.4,4.2 (Poor)
Field-A,2025-12-08 02:12,969,17.0,5.6,23.6,38.2,7.3 (Good)
Field-H,2025-11-20 11:38,509,22.8,7.2,23.9,37.1,7.1 (Good)
Field-D,2025-12-14 16:41,510,7.6,6.4,19.5,34.8,4.2 (Poor)
Field-C,2025-12-19 01:11,725,26.9,5.6,21.7,42.4,8.5 (Good)
Field-H,2025-11-27 12:47,544,12.0,4.9,20.8,32.3,4.1 (Poor)
Field-B,2025-12-02 17:17,478,15.9,6.1,21.9,26.3,6.2 (Fair)
Field-E,2025-12-15 00:53,1125,16.4,5.8,19.8,49.3,7.7 (Good)
Field-B,2025-11-23 04:38,998,16.1,4.9,24.2,27.1,7.7 (Good)
Field-B,2025-11-23 04:44,574,17.0,6.9,26.7,30.7,6.9 (Good)
Field-I,2025-12-04 02:29,425,21.3,4.9,21.5,30.7,5.6 (Fair)
Field-H,2025-11-26 05:52,622,5.6,5.5,23.9,36.9,3.0 (Very Poor)
Field-E,2025-12-19 12:30,561,16.6,5.0,24.7,31.6,4.9 (Fair)
Field-H,2025-12-05 20:18,1042,10.1,6.2,18.2,33.3,7.5 (Good)
Field-A,2025-12-09 19:32,581,12.8,5.6,18.6,42.4,4.2 (Poor)
Field-B,2025-12-19 08:10,416,18.4,7.0,22.4,46.3,5.9 (Fair)
Field-C,2025-12-10 02:17,455,2.5,6.4,22.3,31.3,3.2 (Poor)
Field-I,2025-11-24 16:15,780,13.5,6.2,19.0,51.3,6.9 (Good)
Field-I,2025-12-17 03:42,474,24.7,5.1,19.4,34.4,6.1 (Fair)
Field-F,2025-12-02 20:39,604,20.5,4.8,23.8,33.3,6.5 (Fair)
Field-H,2025-11-27 10:44,858,13.0,5.6,21.2,45.3,6.2 (Fair)
Field-D,2025-12-17 16:32,879,22.7,6.8,21.8,29.2,9.2 (Excellent)
Field-F,2025-12-08 01:37,559,6.1,7.2,24.5,35.3,3.8 (Poor)
Field-I,2025-12-03 22:06,934,17.4,6.5,24.8,28.1,8.1 (Good)
Field-F,2025-12-05 17:33,715,17.8,6.5,24.5,46.9,7.0 (Good)
Field-F,2025-12-06 09:36,551,15.5,7.0,21.8,42.9,6.4 (Fair)
Field-D,2025-11-27 05:28,824,25.0,5.3,19.1,49.9,8.0 (Good)
Field-F,2025-12-05 09:44,634,24.6,5.5,20.1,25.5,6.9 (Good)
Field-A,2025-11-24 08:45,953,5.1,7.3,23.2,31.9,5.1 (Fair)
Field-F,2025-11-21 02:24,669,6.9,6.6,24.1,49.8,5.0 (Fair)
Field-G,2025-12-12 06:32,451,2.3,7.0,24.3,38.5,3.1 (Poor)
Field-E,2025-12-15 19:11,688,26.4,5.4,25.0,37.9,7.5 (Good)
Field-G,2025-11-26 19:36,351,25.5,6.3,23.7,27.8,7.1 (Good)
Field-J,2025-11-29 21:17,861,25.7,4.9,23.0,32.7,8.5 (Good)
Field-F,2025-12-10 04:08,741,18.1,7.6,23.7,41.0,6.5 (Fair)
Field-G,2025-11-30 11:26,803,26.7,5.1,19.2,32.3,8.4 (Good)
Field-C,2025-11-21 11:13,928,3.9,6.1,23.0,31.2,6.0 (Fair)
Field-E,2025-11-28 06:35,1067,3.7,7.1,26.2,47.1,6.9 (Good)
Field-F,2025-12-02 20:54,1014,25.0,5.3,24.7,49.9,9.3 (Excellent)
Field-I,2025-11-23 16:22,813,26.6,6.0,24.5,44.8,9.4 (Excellent)
Field-E,2025-11-26 12:33,640,3.5,6.1,21.3,44.5,4.2 (Poor)
Field-G,2025-12-10 06:28,635,6.5,6.9,21.7,47.0,4.3 (Poor)
Field-J,2025-12-02 23:21,711,17.7,5.3,21.0,47.6,6.0 (Fair)
Field-A,2025-11-22 04:46,1142,18.8,6.1,26.6,41.6,9.5 (Excellent)
Field-I,2025-11-26 13:36,978,8.5,5.2,26.3,36.8,5.4 (Fair)
Field-H,2025-12-18 00:53,434,7.8,7.8,26.8,42.3,2.3 (Very Poor)
Field-J,2025-12-02 10:01,539,22.6,7.2,22.2,35.3,7.1 (Good)
Field-G,2025-11-26 17:00,629,7.1,7.2,24.3,39.9,4.3 (Poor)
Field-E,2025-12-17 13:28,674,18.7,7.3,25.7,38.9,6.1 (Fair)
Field-J,2025-12-06 15:58,1100,2.9,6.6,21.1,30.5,6.4 (Fair)
Field-G,2025-12-08 23:42,602,25.8,6.3,25.9,29.4,8.2 (Good)
Field-E,2025-12-17 17:11,619,17.5,6.3,27.1,34.8,7.2 (Good)
Field-F,2025-11-21 09:16,949,6.3,7.2,24.9,25.7,6.3 (Fair)
Field-H,2025-11-23 14:47,1012,18.3,7.5,19.7,51.6,7.5 (Good)
Field-D,2025-12-03 14:39,544,21.1,6.9,20.6,25.8,7.5 (Good)
Field-G,2025-12-14 20:32,872,10.2,5.1,24.5,29.3,5.8 (Fair)
Field-F,2025-11-28 22:23,660,16.1,5.4,26.1,42.4,5.2 (Fair)
Field-G,2025-12-05 19:05,602,24.3,5.0,25.6,25.4,7.1 (Good)
Field-A,2025-12-07 14:44,910,11.5,6.6,24.9,28.4,6.8 (Good)
Field-F,2025-12-09 10:19,703,16.1,6.8,25.0,43.0,7.1 (Good)
Field-H,2025-12-03 20:32,608,10.3,7.2,23.1,28.9,4.9 (Fair)
Field-G,2025-12-03 00:12,1067,2.8,5.2,26.7,45.1,4.7 (Fair)
Field-F,2025-12-16 19:06,890,18.5,5.7,20.5,39.3,6.9 (Good)
Field-J,2025-12-14 13:22,817,11.1,6.8,27.9,34.3,6.5 (Fair)
Field-F,2025-11-30 18:16,352,13.6,7.3,20.4,44.8,3.5 (Poor)
Field-F,2025-12-09 15:42,1017,3.1,6.7,19.4,32.8,6.1 (Fair)
Field-G,2025-11-28 19:27,1120,10.3,5.8,20.1,31.2,6.8 (Good)
Field-C,2025-11-26 18:41,755,2.5,6.3,23.8,30.2,4.5 (Poor)
Field-A,2025-11-21 11:25,875,12.2,7.2,20.8,50.9,7.4 (Good)
Field-J,2025-12-18 16:08,960,5.8,7.6,26.3,29.2,4.7 (Fair)
Field-D,2025-11-26 01:51,700,4.1,6.3,18.9,40.9,4.6 (Fair)
Field-D,2025-11-21 07:09,1042,14.0,7.7,25.1,26.6,7.3 (Good)
Field-G,2025-12-13 21:14,1072,8.5,7.0,19.6,29.4,7.2 (Good)
Field-C,2025-11-29 17:50,391,9.2,5.0,19.9,45.6,2.8 (Very Poor)
Field-J,2025-11-22 19:26,495,6.7,7.7,21.4,45.5,2.6 (Very Poor)
Field-E,2025-11-23 18:55,900,18.8,6.5,26.3,37.0,8.5 (Good)
Field-H,2025-12-15 23:43,680,2.1,7.8,27.2,41.2,2.4 (Very Poor)
Field-J,2025-12-10 14:14,705,12.9,5.7,27.3,33.5,5.6 (Fair)
Field-C,2025-12-12 13:40,595,10.5,5.4,18.8,32.6,4.2 (Poor)
Field-D,2025-12-04 19:39,703,4.0,6.1,18.5,28.8,4.8 (Fair)
Field-H,2025-12-14 02:17,461,23.8,6.5,21.1,36.8,6.9 (Good)
Field-D,2025-12-12 09:07,575,2.5,6.3,24.0,31.2,3.8 (Poor)
Field-H,2025-12-03 00:18,356,14.9,6.7,25.3,50.8,5.2 (Fair)
Field-D,2025-12-16 00:47,1061,4.1,5.9,27.0,37.9,5.1 (Fair)
Field-G,2025-11-27 10:33,1129,19.0,6.2,18.9,50.5,9.8 (Excellent)
Field-B,2025-12-04 04:31,451,15.9,6.3,18.4,50.5,5.4 (Fair)
Field-A,2025-11-24 08:21,1128,8.7,7.0,25.1,43.7,8.2 (Good)
Field-D,2025-12-05 01:39,519,16.2,6.6,22.6,25.5,6.1 (Fair)
Field-E,2025-11-28 06:37,844,14.3,5.4,21.7,32.7,6.5 (Fair)
Field-D,2025-11-30 06:15,535,17.3,6.9,21.4,39.0,6.2 (Fair)
Field-I,2025-12-13 10:18,721,19.4,4.9,27.3,42.7,6.4 (Fair)
Field-I,2025-12-15 22:48,918,2.7,7.5,25.6,43.7,4.0 (Poor)
